Event,Category,State,Fatalities,Insured Cost,Start Date,End Date,URL
Shipwreck - Carrington,Maritime/Coastal,Sydney,5.0,,19/05/1842,20/05/1842,
Shipwreck - Antares,Maritime/Coastal,Launceston,9.0,,19/02/1853,19/02/1853,
Shipwreck - Balclutha,Maritime/Coastal,Sydney,22.0,,18/10/1881,18/10/1881,
Shipwreck - Rembrandt,Maritime/Coastal,Cooma (VIC),10.0,,18/04/1860,18/04/1860,
Shipwreck - Peruvian ,Maritime/Coastal,Cairns,21.0,,18/03/1846,18/03/1846,
Shipwreck - Ellen Simpson,Maritime/Coastal,Cooma (VIC),9.0,,17/05/1866,17/05/1866,
Shipwreck - Favourite,Maritime/Coastal,Wilsons Promontory,21.0,,17/05/1852,17/05/1852,
Shipwreck - Port Phillip Packet,Maritime/Coastal,Launceston,6.0,,17/05/1838,17/05/1838,
Shipwreck - Enchantress,Maritime/Coastal,Hobart,17.0,,16/07/1835,16/07/1835,
Shipwreck - Annie Ward,Maritime/Coastal,Hobart,3.0,,15/11/1898,15/11/1898,
Shipwreck - Monumental City,Maritime/Coastal,Cooma (VIC),37.0,,15/05/1853,15/05/1853,
Shipwreck - Rover,Maritime/Coastal,Wollongong,12.0,,14/10/1841,14/10/1841,
Shipwreck - Conside,Maritime/Coastal,Wilsons Promontory,14.0,,14/09/1852,14/09/1852,
Shipwreck - John Nussey,Maritime/Coastal,Wilsons Promontory,4.0,,14/08/1858,14/08/1858,
Shipwreck - Geltwood,Maritime/Coastal,Mount Gambier (SA),30.0,,14/06/1876,14/06/1876,
Shipwreck - Neva,Maritime/Coastal,Launceston,218.0,,14/05/1835,14/05/1835,
Shipwreck - Nonpareil,Maritime/Coastal,Wilsons Promontory,4.0,,13/10/1857,13/10/1857,
Shipwreck - Star of Greece,Maritime/Coastal,Adelaide,17.0,,13/07/1888,13/07/1888,
Shipwreck - Rip,Maritime/Coastal,Port Philip,4.0,,13/07/1873,13/07/1873,https://knowledge.aidr.org.au/resources/maritimecoastal-the-rip-shipwreck-victoria-1873/
Shipwreck - Spencer,Maritime/Coastal,Wilsons Promontory,5.0,,13/01/1854,13/01/1854,
Shipwreck - St Patrick,Maritime/Coastal,Sydney,3.0,,13/01/1835,13/01/1835,
Shipwreck - Carlisle Castle and City of York,Maritime/Coastal,Perth,33.0,,12/07/1899,12/07/1899,
Shipwreck - PSS Cawarra,Maritime/Coastal,Sydney,62.0,,12/07/1866,12/07/1866,
Shipwreck - George lll,Maritime/Coastal,Hobart,133.0,,12/04/1835,12/04/1835,
Shipwreck - Dandenong,Maritime/Coastal,Wollongong,44.0,,11/09/1876,12/09/1876,
Shipwreck - Farningham,Maritime/Coastal,Hobart,3.0,,11/07/1884,11/07/1884,
Shipwreck - Macclesfield,Maritime/Coastal,Wilsons Promontory,6.0,,11/07/1861,11/07/1861,
Shipwreck - Domain,Maritime/Coastal,Wilsons Promontory,14.0,,11/04/1846,11/04/1846,
Shipwreck - Bonnie Dundee and Barrabool Collision,Maritime/Coastal,Sydney,5.0,,10/03/1879,11/03/1879,
Shipwreck - Providence,Maritime/Coastal,Melbourne,5.0,,09/11/1872,09/11/1872,
Shipwreck - Elmgrove,Maritime/Coastal,Wilsons Promontory,7.0,,09/09/1876,09/09/1876,
Shipwreck - Zeewijk,Maritime/Coastal,Geraldton,130.0,,09/06/1727,09/06/1727,
Shipwreck - Kielawarra ,Maritime/Coastal,Tamworth,40.0,,08/12/1886,08/12/1886,
Shipwreck - Bunyip,Maritime/Coastal,Murray Bridge (SA),4.0,,08/12/1863,08/12/1863,
Shipwreck - Admiral Gifford,Maritime/Coastal,Sydney,15.0,,08/10/1834,08/10/1834,
Shipwreck - Bertha,Maritime/Coastal,Wilsons Promontory,7.0,,08/09/1870,08/09/1870,
Shipwreck - Fairy,Maritime/Coastal,Launceston,3.0,,08/09/1851,08/09/1851,
Shipwreck - Craigburn,Maritime/Coastal,Wilsons Promontory,6.0,,08/05/1891,08/05/1891,
Shipwreck - Circassian,Maritime/Coastal,Cooma (VIC),4.0,,06/10/1864,06/10/1864,
Shipwreck - Admella,Maritime/Coastal,Adelaide,89.0,,06/08/1859,06/08/1859,
Shipwreck - Toroa,Maritime/Coastal,Wilsons Promontory,12.0,,06/08/1858,06/08/1858,https://knowledge.aidr.org.au/resources/maritimecoastal-toroa-shipwreck-victoria-1858/
Shipwreck - Fiji,Maritime/Coastal,Wilsons Promontory,12.0,,06/01/1891,06/01/1891,
Shipwreck - Mars,Maritime/Coastal,Hobart,4.0,,05/05/1837,05/05/1837,https://knowledge.aidr.org.au/resources/maritimecoastal-mars-shipwreck-tasmania-1837/
Shipwreck - Cumberland,Maritime/Coastal,Albany,3.0,,05/03/1830,05/03/1830,
Shipwreck - Cataraqui,Maritime/Coastal,Launceston,408.0,,04/08/1845,04/08/1845,
Shipwreck - Eric the Red,Maritime/Coastal,Wilsons Promontory,4.0,,03/09/1880,03/09/1880,
Shipwreck - Cambus Wallace ,Maritime/Coastal,Brisbane,5.0,,02/09/1894,02/09/1894,
Shipwreck - Julia,Maritime/Coastal,Mount Gambier (VIC),6.0,,02/08/1863,02/08/1863,
Shipwreck - Rainbow,Maritime/Coastal,Sydney,7.0,,02/06/1864,02/06/1864,
Shipwreck - Isabella,Maritime/Coastal,Tamworth,3.0,,01/11/1835,01/11/1835,
Shipwreck - Vixen,Maritime/Coastal,Brisbane,5.0,,01/09/1847,01/09/1847,
Shipwreck - Sally ,Maritime/Coastal,Sydney,3.0,,01/08/1826,01/08/1826,
Shipwreck - Lightship Rose,Maritime/Coastal,Brisbane,16.0,,01/05/1857,01/05/1857,
Shipwreck - Columbine,Maritime/Coastal,Wilsons Promontory,4.0,,01/04/1854,01/04/1854,
Shipwreck - Georgina and Spy,Maritime/Coastal,Hobart,3.0,,01/04/1848,01/04/1848,https://knowledge.aidr.org.au/resources/1848-maritime-tasmania-georgina-and-spy-shipwrecks/
Shipwreck - Sappho,Maritime/Coastal,Wilsons Promontory,50.0,,01/02/1858,01/02/1858,
"Shipwreck - SIEV 221, Rocky Point, Christmas Island",Maritime/Coastal,Christmas and Cocos Islands,50.0,,2010-12-15 00:00:00,2010-12-15 00:00:00,
Shipwreck - Just Cruisin ,Maritime/Coastal,Brisbane,4.0,,2001-07-06 00:00:00,2001-07-06 00:00:00,
Shipwreck - Mineral Diamond,Maritime/Coastal,Port Hedland,27.0,,1991-04-15 00:00:00,1991-04-15 00:00:00,
Shipwreck - Shark Ace 4,Maritime/Coastal,Cooma (VIC),3.0,,1990-05-12 00:00:00,1990-05-12 00:00:00,
Shipwreck â€“ Nâ€™glucka ,Maritime/Coastal,Sydney,5.0,,1990-01-08 00:00:00,1990-01-08 00:00:00,
Shipwreck - Great Expectations,Maritime/Coastal,Launceston,6.0,,1990-01-04 00:00:00,1990-01-04 00:00:00,
Shipwreck - Booya,Maritime/Coastal,Darwin,5.0,,1974-12-24 00:00:00,1974-12-24 00:00:00,
Shipwreck - Mandorah Queen,Maritime/Coastal,Darwin,3.0,,1974-12-24 00:00:00,1974-12-24 00:00:00,
Shipwreck - Blythe Star II,Maritime/Coastal,Launceston,3.0,,1973-10-12 00:00:00,1973-10-12 00:00:00,
Shipwreck - Collision Melbourne and Nieuw Holland,Maritime/Coastal,Wilsons Promontory,5.0,,1972-08-09 00:00:00,1972-08-09 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-melbourne-and-nieuw-holland-ship-collision-victoria-1972/
Shipwreck - Sedco Helen,Maritime/Coastal,Darwin,9.0,,1970-01-31 00:00:00,1970-01-31 00:00:00,
Shipwreck - Noongah,Maritime/Coastal,Tamworth,21.0,,1969-08-25 00:00:00,1969-08-25 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-noongah-shipwreck-new-south-wales-1969/
Shipwreck - Port Welshpool Ship Explosion,Maritime/Coastal,Wilsons Promontory,3.0,,1969-03-22 00:00:00,1969-03-22 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-port-welshpool-ship-explosion-victoria-1969/
Shipwreck - Naval Collision off Jervis Bay,Maritime/Coastal,Wollongong,82.0,,1964-02-10 00:00:00,1964-02-10 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-naval-collision-off-jervis-bay-new-south-wales-1964/
Shipwreck - Vicky,Maritime/Coastal,Wilsons Promontory,8.0,,1956-06-25 00:00:00,1956-06-25 00:00:00,
Shipwreck - Fairwind,Maritime/Coastal,Tamworth,17.0,,1950-06-27 00:00:00,1950-06-27 00:00:00,
Shipwreck - La Grange and Unidentified,Maritime/Coastal,Darwin,12.0,,1948-12-01 00:00:00,1948-12-01 00:00:00,
Shipwreck - Sibigo ,Maritime/Coastal,Cooktown,72.0,,1945-03-16 00:00:00,1945-03-16 00:00:00,
Shipwreck - Peter Silvester,Maritime/Coastal,Bunbury,32.0,,1945-02-06 00:00:00,1945-02-06 00:00:00,
Shipwreck - Macumba,Maritime/Coastal,Coburg Peninsula,3.0,,1943-08-06 00:00:00,1943-08-06 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-macumba-shipwreck-northern-territory-1943/
Shipwreck - Wollongong,Maritime/Coastal,Wollongong,4.0,,1943-05-16 00:00:00,1943-05-16 00:00:00,
Shipwreck - HMAS Kuttabul ,Maritime/Coastal,Sydney,21.0,,1942-06-01 00:00:00,1942-06-01 00:00:00,
Shipwreck - Submarine l-124,Maritime/Coastal,Darwin,75.0,,1942-01-20 00:00:00,1942-01-20 00:00:00,
Shipwreck - HMAS Sydney,Maritime/Coastal,Outside Territorial Waters,645.0,,1941-11-19 00:00:00,1941-11-19 00:00:00,
Shipwreck - Goorangai,Maritime/Coastal,Wilsons Promontory,24.0,,1940-11-20 00:00:00,1940-11-20 00:00:00,
Shipwreck - Kakariki and SS Caradale,Maritime/Coastal,Melbourne,5.0,,1937-01-29 00:00:00,1937-01-29 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-karariki-and-ss-caradale-ship-collision-victoria-1937/
Shipwreck - Paringa,Maritime/Coastal,Wilsons Promontory,31.0,,1935-12-26 00:00:00,1935-12-26 00:00:00,
Shipwreck - Lacepede Island,Maritime/Coastal,Broome,141.0,,1935-03-26 00:00:00,1935-03-26 00:00:00,
Shipwreck - Coramba,Maritime/Coastal,Warrnambool (VIC),16.0,,1934-11-29 00:00:00,1934-11-30 00:00:00,
Shipwreck - Christina Fraser,Maritime/Coastal,Cooma (VIC),18.0,,1933-06-24 00:00:00,1933-06-24 00:00:00,
Shipwreck - Casino,Maritime/Coastal,Wilsons Promontory,10.0,,1932-07-10 00:00:00,1932-07-10 00:00:00,
Shipwreck - Greycliffe,Maritime/Coastal,Sydney,40.0,,1927-11-03 00:00:00,1927-11-03 00:00:00,
Shipwreck - Wyrallah,Maritime/Coastal,Wilsons Promontory,6.0,,1924-04-08 00:00:00,1924-04-08 00:00:00,
Shipwreck - S.S. Douglas Mawson,Maritime/Coastal,Territorial Waters,20.0,,1923-03-29 00:00:00,1923-03-29 00:00:00,
Shipwreck - Southern Cross,Maritime/Coastal,Launceston,12.0,,1920-09-12 00:00:00,1920-09-12 00:00:00,
Shipwreck - Amelia J,Maritime/Coastal,Cooma (VIC),12.0,,1920-08-21 00:00:00,1920-08-21 00:00:00,
Shipwreck - Pareora,Maritime/Coastal,Adelaide,11.0,,1919-09-19 00:00:00,1919-09-19 00:00:00,
"Shipwreck - Afric, Harriet, Leila, Opal",Maritime/Coastal,Melville Island,9.0,,1915-02-25 00:00:00,1915-02-25 00:00:00,
Shipwreck - Antares,Maritime/Coastal,Warrnambool (VIC),25.0,,1914-11-01 00:00:00,1914-11-01 00:00:00,
Shipwreck - Candidate ,Maritime/Coastal,Lismore (NSW),5.0,,1912-07-14 00:00:00,1912-07-14 00:00:00,
"Maritime/Coastal - SS Rosedale Shipwreck, NSW 1911 ",Maritime/Coastal,Crowdy Head,30.0,,1911-09-01 00:00:00,,https://knowledge.aidr.org.au/resources/maritimecoastal-ss-rosedale-shipwreck-new-south-wales-1911/ 
Shipwreck - Glenelg,Maritime/Coastal,Cooma (VIC),31.0,,1911-03-25 00:00:00,1911-03-25 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-glenelg-shipwreck-victoria-1911/
Shipwreck - Yongala ,Maritime/Coastal,Ayr,137.0,,1911-03-23 00:00:00,1911-03-23 00:00:00,
Shipwreck - Errol Middleton Reef,Maritime/Coastal,Lismore (NSW),17.0,,1909-06-18 00:00:00,1909-07-12 00:00:00,
Shipwreck - Loch Lomond,Maritime/Coastal,Sydney,19.0,,1908-07-19 00:00:00,1908-07-19 00:00:00,
Shipwreck - Orion,Maritime/Coastal,Launceston,27.0,,1908-05-06 00:00:00,1908-05-06 00:00:00,
Shipwreck - Alfhild,Maritime/Coastal,Hobart,11.0,,1907-10-10 00:00:00,1907-10-10 00:00:00,
Shipwreck - Kawatiri,Maritime/Coastal,Launceston,6.0,,1907-08-13 00:00:00,1907-08-13 00:00:00,
Shipwreck - Brier Holme,Maritime/Coastal,Hobart,17.0,,1904-11-05 00:00:00,1904-11-05 00:00:00,
Shipwreck - Acacia,Maritime/Coastal,Hobart,9.0,,1904-06-20 00:00:00,1904-06-20 00:00:00,
Shipwreck - Edward Lombe,Maritime/Coastal,Sydney,12.0,,25/08/1834,,https://knowledge.aidr.org.au/resources/maritimecoastal-edward-lombe-shipwreck-sydney-1834/
Shipwreck - The Rip Shipwwreck ,Maritime/Coastal,Port Phillip Heads,4.0,,18/07/1873,, https://knowledge.aidr.org.au/resources/maritimecoastal-the-rip-shipwreck-victoria-1873/
Shipwreck - Federal,Maritime/Coastal,Cooma (VIC),21.0,,1901-03-21 00:00:00,1901-03-21 00:00:00,
Tornado - Kin Kin,Tornado,Brisbane,3.0,20353129.0,1971-08-14 00:00:00,1971-08-14 00:00:00,https://knowledge.aidr.org.au/resources/tornado-kin-kin-queensland-1971/
Transport - Redfern Train Collision,Transport,Sydney,14.0,,31/10/1894,31/10/1894,https://knowledge.aidr.org.au/resources/transport-redfern-train-collision-new-south-wales-1894/
Transport - Cootamundra Train Derailment,Transport,Wollongong,7.0,,25/01/1885,25/01/1885,https://knowledge.aidr.org.au/resources/transport-cootamundra-train-derailment-new-south-wales-1885/
Transport - Brisbane River Ferry Sinking,Transport,Brisbane,57.0,,13/02/1896,13/02/1896,https://knowledge.aidr.org.au/resources/transport-brisbane-river-ferry-sinking-queensland-1896/
"Transport – Emu Plains Train Collision, New South Wales 1878",Transport,Emu Plains,3.0,,30/01/1878,30/01/1878,https://knowledge.aidr.org.au/resources/transport-emu-plains-train-collision-new-south-wales-1878/
"Transport – Aircraft crash, Caboolture Queensland 2014",Transport,Caboolture,5.0,,2014-03-22 00:00:00,,https://knowledge.aidr.org.au/resources/transport-aircraft-crash-caboolture-queensland-2014/
Transport – Laos plane crash 2013,Transport,Outside Territorial Waters,49.0,,2013-10-16 00:00:00,2013-10-16 00:00:00,https://knowledge.aidr.org.au/resources/transport-aircraft-crash-laos-2013/
Transport - Papua New Guinea Plane Crash,Transport,Outside Territorial Waters,13.0,,2009-08-11 00:00:00,2009-08-11 00:00:00,https://knowledge.aidr.org.au/resources/transport-aircraft-crash-port-moresby-2009/
Transport - Taxi and Truck Collision ,Transport,Darwin,3.0,,2012-11-08 00:00:00,2012-11-08 00:00:00,https://knowledge.aidr.org.au/resources/transport-taxi-and-truck-collision-darwin-northern-territory-2012/
Transport - Kerang Train and Truck Collision,Transport,Swan Hill (VIC),11.0,,2007-06-05 00:00:00,2007-06-05 00:00:00,https://knowledge.aidr.org.au/resources/transport-train-and-truck-collision-kerang-2007/
Transport â€“ Sydney Ferry Accident,Transport,Sydney,4.0,,2007-03-28 00:00:00,2007-03-28 00:00:00,https://knowledge.aidr.org.au/resources/transport-ferry-accident-sydney-2007/
Transport - Burnley Tunnel Fire ,Transport,Melbourne,3.0,,2007-03-23 00:00:00,2007-03-23 00:00:00,https://knowledge.aidr.org.au/resources/transport-burnley-tunnel-fire-melbourne-2007/
Transport - Plane Crash Indonesia,Transport,Outside Territorial Waters,21.0,,2007-03-07 00:00:00,2007-03-07 00:00:00,https://knowledge.aidr.org.au/resources/transport-aircraft-crash-indonesia-2007/
Transport - Trawalla Train and Truck Collision,Transport,Melbourne,2.0,,2006-04-28 00:00:00,2006-04-28 00:00:00,https://knowledge.aidr.org.au/resources/transport-train-and-truck-collision-trawalla-2006/
Transport - Egypt Bus Crash,Transport,Outside Territorial Waters,6.0,,2006-01-10 00:00:00,2006-01-10 00:00:00,https://knowledge.aidr.org.au/resources/transport-bus-crash-egypt-2006/
"Transport - Bundaberg Backpacker mini-bus accident, Queensland 2005",Transport,Bundaberg,3.0,,2005-09-10 00:00:00,,https://knowledge.aidr.org.au/resources/transport-bundaberg-backpacker-mini-bus-accident-queensland-2005/
Transport -Mini Bus accident on Jamberoo Mountain Road,Transport,Wollongong,3.0,,2005-09-05 00:00:00,2005-09-05 00:00:00,https://knowledge.aidr.org.au/resources/transport-bundaberg-backpacker-mini-bus-accident-queensland-2005/
Transport - Lockhart River Plane Crash ,Transport,Weipa,15.0,,2005-05-07 00:00:00,2005-05-07 00:00:00,https://knowledge.aidr.org.au/resources/transport-lockhart-river-aircraft-crash-queensland-2005/
Transport - Navy Helicopter Accident,Transport,Outside Territorial Waters,9.0,,2005-04-02 00:00:00,2005-04-02 00:00:00,https://knowledge.aidr.org.au/resources/transport-navy-helicopter-accident-indonesia-2005/ 
"Transport - St Albans, Train and Car Collision",Transport,Melbourne,3.0,,2004-08-05 00:00:00,2004-08-05 00:00:00,https://knowledge.aidr.org.au/resources/transport-st-albans-train-and-car-collision-victoria-2004/
Transport - Waterfall Train Crash,Transport,Sydney,7.0,,2003-01-31 00:00:00,2003-01-31 00:00:00,https://knowledge.aidr.org.au/resources/transport-waterfall-train-crash-new-south-wales-2004/
"Transport - Salisbury - Train, Bus and Car Collision",Transport,Adelaide,4.0,,2002-10-24 00:00:00,2002-10-24 00:00:00,https://knowledge.aidr.org.au/resources/transport-salisbury-train-bus-and-car-collision-adelaide-2002/
Transport - Benalla Train Derailment,Transport,Melbourne,3.0,,2002-10-13 00:00:00,2002-10-13 00:00:00,https://knowledge.aidr.org.au/resources/transport-train-derailment-benalla-2002/
Transport - Albury Bus Crash,Transport,Canberra (NSW),4.0,,2002-05-02 00:00:00,2002-05-02 00:00:00,https://knowledge.aidr.org.au/resources/transport-bus-crash-albury-2002/
Transport - Wandandian bus crash,Transport,Wollongong,1.0,,2001-02-01 00:00:00,2001-02-01 00:00:00,https://knowledge.aidr.org.au/resources/transport-wandanian-school-bus-crash-new-south-wales-2001/
Transport - Barossa Valley School Bus Crash,Transport,Adelaide,1.0,,2001-01-29 00:00:00,2001-01-29 00:00:00,https://knowledge.aidr.org.au/resources/transport-bus-crash-nuriootpa-2001/
Transport - Newman Police Aircraft Crash,Transport,Tom Price,4.0,,2001-01-26 00:00:00,2001-01-26 00:00:00,https://knowledge.aidr.org.au/resources/transport-newman-police-aircraft-crash-western-australia-2001/
Transport - Capricorn Helicopter Rescue Crash,Transport,Rockhampton,5.0,,2000-07-24 00:00:00,2000-07-24 00:00:00,https://knowledge.aidr.org.au/resources/transport-capricorn-helicopter-rescue-crash-queensland-2000/
Transport - Spencer Gulf Light Aircraft Crash,Transport,Whyalla,8.0,,2000-05-31 00:00:00,2000-05-31 00:00:00,https://knowledge.aidr.org.au/resources/transport-spencer-gulf-light-aircraft-crash-south-australia-2000/
Transport - Glenbrook (Blue Mountains) Railway Accident,Transport,Sydney,7.0,,1999-12-02 00:00:00,1999-12-02 00:00:00,https://knowledge.aidr.org.au/resources/transport-glenbrook-railway-accident-new-south-wales-1999/
"Transport - Gulf of Carpentaria Light Aircraft Crash, Queensland 1999",Transport,Gulf of Carpentaria,6.0,,1999-11-24 00:00:00,1999-11-24 00:00:00,https://knowledge.aidr.org.au/resources/transport-gulf-of-carpentaria-light-aircraft-crash-queensland-1999/
Transport - Fiji Air Crash,Transport,Outside Territorial Waters,17.0,,1999-07-24 00:00:00,1999-07-24 00:00:00,https://knowledge.aidr.org.au/resources/transport-air-fiji-crash-1999/
Transport - Eastern Highlands Papua New Guinea Plane Crash,Transport,Outside Territorial Waters,17.0,,1999-06-17 00:00:00,1999-06-17 00:00:00,https://knowledge.aidr.org.au/resources/transport-eastern-highlands-aircraft-crash-papua-new-guinea-1999/
"Transport - Torres Strait plane crash, Queensland 1999",Transport,Torres Strait,3.0,,1999-01-16 00:00:00,,https://knowledge.aidr.org.au/resources/transport-torres-strait-plane-crash-queensland-1999/
Transport - Albury Coach and Truck Collision,Transport,Canberra (NSW),1.0,,1998-08-13 00:00:00,1998-08-13 00:00:00,https://knowledge.aidr.org.au/resources/transport-coach-and-truck-collision-albury-1998/
Transport - Bookham Coach Semi-Trailer Collision,Transport,Canberra (NSW),3.0,,1998-08-07 00:00:00,1998-08-07 00:00:00,
Transport - Black Hawk Air Collision,Transport,Townsville,18.0,,1996-06-12 00:00:00,1996-06-12 00:00:00,https://knowledge.aidr.org.au/resources/transport-black-hawk-aircraft-collision-queensland-1996/
Transport - Albany Light Aircraft Crash,Transport,Albany,4.0,,1996-03-13 00:00:00,1996-03-13 00:00:00,https://knowledge.aidr.org.au/resources/transport-aircraft-crash-albany-1996/
Transport - Merredin Rail Collision,Transport,Merredin,2.0,10000000.0,1996-01-13 00:00:00,1996-01-13 00:00:00,https://knowledge.aidr.org.au/resources/transport-merredin-rail-collision-western-australia-1996/
"Transport - Williamtown to Lord Howe Island, Light Aircraft Crash",Transport,Cooma (NSW),9.0,,1994-10-02 00:00:00,1994-10-02 00:00:00,https://knowledge.aidr.org.au/resources/transport-williamtown-to-lord-howe-island-plane-crash-new-south-wales-1994/
Transport - Boondall (Brisbane) Bus Crash,Transport,Brisbane,12.0,,1994-10-01 00:00:00,1994-10-01 00:00:00,https://knowledge.aidr.org.au/resources/transport-boondall-bus-crash-queensland-1994/ 
Transport - Wangaratta Truck and Bus Collision,Transport,Melbourne,9.0,,1993-11-01 00:00:00,1993-11-01 00:00:00,https://knowledge.aidr.org.au/resources/transport-wangaratta-truck-and-bus-collision-victoria-1993/
Transport - Mt Tamborine Bus Crash,Transport,Brisbane,11.0,,1990-09-25 00:00:00,1990-09-25 00:00:00,https://knowledge.aidr.org.au/resources/transport-mt-tamborine-bus-crash-queensland-1990/
Transport - Mt Emerald Jet Aircraft Crash,Transport,Cairns,11.0,,1990-05-11 00:00:00,1990-05-11 00:00:00,https://knowledge.aidr.org.au/resources/transport-mt-emerald-jet-aircraft-crash-queensland-1990/
Transport - Brooklyn NSW Train Collision ,Transport,Sydney,6.0,,1990-05-06 00:00:00,1990-05-06 00:00:00,https://knowledge.aidr.org.au/resources/transport-brooklyn-train-collision-new-south-wales-1990/
Transport - Clybucca Flat (near Kempsey) Bus Collision,Transport,Tamworth,35.0,,1989-12-22 00:00:00,1989-12-22 00:00:00,https://knowledge.aidr.org.au/resources/transport-clybucca-flat-bus-collision-new-south-wales-1989/
Transport - Cowper (near Grafton) Bus and Semi Trailer Collision,Transport,Lismore (NSW),21.0,,1989-10-20 00:00:00,1989-10-20 00:00:00,https://knowledge.aidr.org.au/resources/transport-cowper-bus-and-semi-trailer-collision-new-south-wales-1989/
Transport - Hot Air Balloon Crash,Transport,Alice Springs,13.0,,1989-08-13 00:00:00,1989-08-13 00:00:00,https://knowledge.aidr.org.au/resources/transport-hot-air-balloon-crash-northern-territory-1989/
Transport - Leonora Light Aircraft Crash,Transport,Leonora,10.0,,1988-12-16 00:00:00,1988-12-16 00:00:00,https://knowledge.aidr.org.au/resources/transport-leonora-light-aircraft-crash-western-australia-1988/
Transport - Bundaberg Air Ambulance Crash ,Transport,Bundaberg,4.0,,1987-06-21 00:00:00,1987-06-21 00:00:00,https://knowledge.aidr.org.au/resources/transport-bundaberg-air-ambulance-crash-queensland-1987/
Transport - Gordonvale/Cairns Bus Crash,Transport,Cairns,8.0,,1987-02-04 00:00:00,1987-02-04 00:00:00,https://knowledge.aidr.org.au/resources/transport-gordonvalecairns-bus-crash-queensland-1987/
Transport - Essendon Air ambulance Crash,Transport,Melbourne,6.0,,1986-09-03 00:00:00,1986-09-03 00:00:00,https://knowledge.aidr.org.au/resources/transport-essendon-light-aircraft-crash-victoria-1978/
"Transport - Light Aircraft Crash, Victoria ",Transport,Gisbourne,4.0,,1999-12-01 00:00:00,1999-12-01 00:00:00,https://knowledge.aidr.org.au/resources/transport-light-aircraft-crash-victoria-1999/
Transport - Koolan Island Light Aircraft Crash,Transport,Derby,6.0,,1984-12-23 00:00:00,1984-12-23 00:00:00,https://knowledge.aidr.org.au/resources/transport-koolan-island-light-aircraft-crash-western-australia-1984/
Transport - Goulburn Light Aircraft Crash ,Transport,Wollongong,4.0,,1984-05-15 00:00:00,1984-05-15 00:00:00,https://knowledge.aidr.org.au/resources/transport-goulburn-light-aircraft-crash-new-south-wales-1984/
Transport - El Alamein Helicopter Crash,Transport,Whyalla,5.0,,1978-11-25 00:00:00,1978-11-25 00:00:00,https://knowledge.aidr.org.au/resources/transport-el-alamein-helicopter-crash-south-australia-1978/
"Transport - Essendon Melbourne, Light Aircraft Crash",Transport,Melbourne,6.0,,1978-07-10 00:00:00,1978-07-10 00:00:00,https://knowledge.aidr.org.au/resources/transport-essendon-light-aircraft-crash-victoria-1978/
Transport - Granville Rail Disaster,Transport,Sydney,83.0,,1977-01-18 00:00:00,1977-01-18 00:00:00,https://knowledge.aidr.org.au/resources/transport-granville-rail-disaster-new-south-wales-1977/
Transport - Parafield Light Aircraft Collision,Transport,Adelaide,5.0,,1976-02-01 00:00:00,1976-02-01 00:00:00,https://knowledge.aidr.org.au/resources/transport-parafield-light-aircraft-collision-south-australia-1976/
Transport - Bankstown Light Aircraft Collision ,Transport,Sydney,4.0,,1974-03-13 00:00:00,1974-03-13 00:00:00,https://knowledge.aidr.org.au/resources/transport-aircraft-collision-bankstown-1974/
"Transport - Tumut Ponds Bus crash, NSW 1973 ",Transport,Tumut Ponds,18.0,,1973-09-01 00:00:00,,https://knowledge.aidr.org.au/resources/transport-tumut-ponds-bus-crash-new-south-wales-1973/
Transport - Golden Grove Light Aircraft Crash,Transport,Adelaide,8.0,,1972-07-13 00:00:00,1972-07-13 00:00:00,https://knowledge.aidr.org.au/resources/transport-golden-grove-light-aircraft-crash-south-australia-1972/
Transport - Leigh Creek Light Aircraft Crash,Transport,Leigh Creek,4.0,,1972-01-25 00:00:00,1972-01-25 00:00:00,https://knowledge.aidr.org.au/resources/transport-leigh-creek-aircraft-crash-south-australia-1972/
Wasleys train and bus crash,Transport,Wasleys,17.0,,1970-04-12 00:00:00,,https://knowledge.aidr.org.au/resources/transport-wasleys-train-and-bus-crash-1970/
Transport - Parafield Region Light Aircraft Crash,Transport,Adelaide,4.0,,1969-02-08 00:00:00,1969-02-08 00:00:00,https://knowledge.aidr.org.au/resources/transport-parafield-region-aircraft-crash-south-australia-1969/
"Violet Town train collision, 1969",Transport,Violet Town,9.0,,1969-02-07 00:00:00,,https://knowledge.aidr.org.au/resources/transport-train-collision-violet-town-1969/
Transport - Southern Aurora,Transport,Melbourne,9.0,,1969-02-07 00:00:00,1969-02-07 00:00:00,https://knowledge.aidr.org.au/resources/transport-southern-aurora-train-collision-victoria-1969/
Transport - Port Hedland Aircraft Crash,Transport,Port Hedland,26.0,,1968-12-31 00:00:00,1968-12-31 00:00:00,https://knowledge.aidr.org.au/resources/transport-port-hedland-aircraft-crash-western-australia-1968/
Transport - Winton Aircraft Accident,Transport,Winton,24.0,,1966-09-22 00:00:00,1966-09-22 00:00:00,https://knowledge.aidr.org.au/resources/transport-winton-aircraft-crash-queensland-1966/
